GEOID,NAME,COUNTYNAME,PlanningRegion,ARCModelingArea,# Adults 2020,% Adults 2020,# Children 2020,% Children 2020,# Total population 2020,# Non-Hispanic White 2020,% Non-Hispanic Black 2020,# Non-Hispanic Black 2020,% Hispanic all races 2020,% Non-Hispanic other race 2020,# Non-Hispanic other race 2020,% Non-Hispanic White adults 2020,% Non-Hispanic Black adults 2020,# Non-Hispanic White adults 2020,# Non-Hispanic Black adults 2020,# Hispanic adults all races 2020,% Hispanic adults all races 2020,# Non-Hispanic Black children 2020,% Non-Hispanic White children 2020,# Non-Hispanic White children 2020,% Non-Hispanic Black children 2020,% Hispanic children all races 2020,# Hispanic children all races 2020,# Non-Hispanic other race adults 2020,% Non-Hispanic other race adults 2020,# Non-Hispanic other race children 2020,% Non-Hispanic Asian or Pacific Islander 2020,# Non-Hispanic Asian or Pacific Islander 2020,# Non-Hispanic Asian or Pacific Islander adults 2020,% Non-Hispanic Asian or Pacific Islander adults 2020,# Non-Hispanic Asian or Pacific Islander children 2020,% Non-Hispanic Asian or Pacific Islander children 2020,% Non-Hispanic White 2020,# Hispanic all races 2020,% Non-Hispanic other race children 2020
13121007100,Census Tract 71,Fulton,Atlanta Regional Commission,Yes,1587,70,680,30,2267,63,86.8,1968,6.5,3.2,72,2.3,61.6,52,1397,86,3.8,571,0.5,11,25.2,2.7,61,38,1.7,34,0.7,17,14,0.6,3,0.1,2.8,147,1.5
13117130307,Census Tract 1303.07,Forsyth,Atlanta Regional Commission,Yes,4738,70.7,1968,29.3,6706,4278,5.1,340,9,4.2,283,47.3,3.6,3171,242,401,6,98,16.5,1107,1.5,3,204,140,2.1,143,17.9,1200,784,11.7,416,6.2,63.8,605,2.1
13269950100,Census Tract 9501,Taylor,River Valley,No,919,82.1,200,17.9,1119,867,18,201,0.7,3.6,40,63.4,15.5,709,173,7,0.6,28,14.1,158,2.5,0.1,1,27,2.4,13,0.3,3,3,0.3,0,0,77.5,8,1.2
13067030332,Census Tract 303.32,Cobb,Atlanta Regional Commission,Yes,2334,73.2,855,26.8,3189,2196,4.2,134,5.1,4.3,137,52,3.2,1658,103,106,3.3,31,16.9,538,1,1.8,57,69,2.2,68,17.5,559,398,12.5,161,5,68.9,163,2.1
13157010106,Census Tract 101.06,Jackson,Northeast Georgia,No,2729,75.2,900,24.8,3629,2823,5.9,214,9.7,3.7,136,59.9,4.3,2174,155,226,6.2,59,17.9,649,1.6,3.5,127,97,2.7,39,2.8,103,77,2.1,26,0.7,77.8,353,1.1
13167960201,Census Tract 9602.01,Johnson,Heart of Georgia Altamaha,No,2844,87.4,410,12.6,3254,1706,44.7,1453,1,1.4,46,46.4,38.9,1511,1267,32,1,186,6,195,5.7,0,0,24,0.7,22,0.5,17,10,0.3,7,0.2,52.4,32,0.7
13067030604,Census Tract 306.04,Cobb,Atlanta Regional Commission,Yes,3335,81,784,19,4119,1373,37.9,1561,12.9,8,329,29.6,30.4,1220,1251,391,9.5,310,3.7,153,7.5,3.4,142,221,5.4,108,7.8,323,252,6.1,71,1.7,33.3,533,2.6
13121010522,Census Tract 105.22,Fulton,Atlanta Regional Commission,Yes,3949,72.2,1518,27.8,5467,51,92,5027,2.8,3.2,176,0.9,66.6,49,3639,101,1.8,1388,0,2,25.4,1,52,112,2,64,1.1,60,48,0.9,12,0.2,0.9,153,1.2
13151070503,Census Tract 705.03,Henry,Atlanta Regional Commission,Yes,4559,71.4,1825,28.6,6384,1826,56.5,3607,9.4,4.3,273,23.4,38.8,1492,2476,371,5.8,1131,5.2,334,17.7,3.6,230,158,2.5,115,1.2,77,62,1,15,0.2,28.6,601,1.8
13237960203,Census Tract 9602.03,Putnam,Middle Georgia,No,2714,76.1,854,23.9,3568,1549,42.6,1521,10.5,2.9,103,35.9,31.4,1281,1119,231,6.5,402,7.5,268,11.3,4.1,145,70,2,33,0.5,19,13,0.4,6,0.2,43.4,376,0.9
13035150101,Census Tract 1501.01,Butts,Three Rivers,No,2795,78.4,770,21.6,3565,3129,4.3,155,2,5.6,198,69.7,3.3,2485,117,55,1.5,38,18.1,644,1.1,0.5,18,129,3.6,69,0.3,10,9,0.3,1,0,87.8,73,1.9
13089023435,Census Tract 234.35,DeKalb,Atlanta Regional Commission,Yes,1600,81.1,373,18.9,1973,66,91.2,1800,2.7,2.4,47,2.9,74.3,58,1466,33,1.7,334,0.4,8,16.9,1,20,36,1.8,11,0.4,7,7,0.4,0,0,3.3,53,0.6
13063040624,Census Tract 406.24,Clayton,Atlanta Regional Commission,Yes,2181,76.1,686,23.9,2867,307,70.2,2012,13.5,3.8,109,9.5,53.9,271,1545,252,8.8,467,1.3,36,16.3,4.7,135,75,2.6,34,1.8,52,38,1.3,14,0.5,10.7,387,1.2
13135050550,Census Tract 505.50,Gwinnett,Atlanta Regional Commission,Yes,3062,73.3,1113,26.7,4175,992,21.6,901,42.8,3.7,154,20.7,15.8,866,660,1187,28.4,241,3,126,5.8,14.4,601,86,2.1,68,8.1,340,263,6.3,77,1.8,23.8,1788,1.6
13135050239,Census Tract 502.39,Gwinnett,Atlanta Regional Commission,Yes,3657,70.6,1526,29.4,5183,1830,13.5,701,6.5,4.7,243,25.4,9.7,1319,504,232,4.5,197,9.9,511,3.8,2.1,107,108,2.1,135,39.9,2070,1494,28.8,576,11.1,35.3,339,2.6
13089021822,Census Tract 218.22,DeKalb,Atlanta Regional Commission,Yes,3194,83.2,643,16.8,3837,2417,13.5,519,11.7,4.8,186,54.1,11.1,2076,427,325,8.5,92,8.9,341,2.4,3.3,125,134,3.5,52,6.9,265,232,6,33,0.9,63,450,1.4
13121010532,Census Tract 105.32,Fulton,Atlanta Regional Commission,Yes,2819,74.9,946,25.1,3765,94,90.2,3397,3.6,3.3,126,1.7,68.2,63,2569,88,2.3,828,0.8,31,22,1.3,48,87,2.3,39,0.3,12,12,0.3,0,0,2.5,136,1
13217100203,Census Tract 1002.03,Newton,Northeast Georgia,Yes,2453,76.8,743,23.2,3196,2617,11.8,378,3,3,97,63,10,2014,321,58,1.8,57,18.9,603,1.8,1.2,37,54,1.7,43,0.3,9,6,0.2,3,0.1,81.9,95,1.3
13057091108,Census Tract 911.08,Cherokee,Atlanta Regional Commission,Yes,1545,78.8,416,21.2,1961,1558,3.2,63,9.5,6.6,130,64.3,2.7,1261,52,120,6.1,11,15.1,297,0.6,3.4,66,92,4.7,38,1.2,24,20,1,4,0.2,79.4,186,1.9
13139000703,Census Tract 7.03,Hall,Georgia Mountains,Yes,2402,69.8,1040,30.2,3442,539,36.6,1259,44.3,2.8,97,12.1,28.3,417,975,937,27.2,284,3.5,122,8.3,17.1,588,54,1.6,43,0.6,22,19,0.6,3,0.1,15.7,1525,1.2
13247060311,Census Tract 603.11,Rockdale,Atlanta Regional Commission,Yes,2946,77.4,858,22.6,3804,733,68.2,2594,7.8,3.7,142,17.9,51.3,682,1953,168,4.4,641,1.3,51,16.9,3.3,127,106,2.8,36,1.1,40,37,1,3,0.1,19.3,295,0.9
13121010802,Census Tract 108.02,Fulton,Atlanta Regional Commission,Yes,2905,74.2,1011,25.8,3916,893,31.4,1229,37.4,3.9,151,20.3,24.2,794,948,905,23.1,281,2.5,99,7.2,14.3,559,110,2.8,41,4.6,179,148,3.8,31,0.8,22.8,1464,1
13227050101,Census Tract 501.01,Pickens,Northwest Georgia,No,2370,95.3,117,4.7,2487,2348,0,1,2.4,2.3,56,90.6,0,2254,1,45,1.8,0,3.8,94,0,0.6,15,48,1.9,8,0.9,22,22,0.9,0,0,94.4,60,0.3
13089021103,Census Tract 211.03,DeKalb,Atlanta Regional Commission,Yes,4380,85.8,726,14.2,5106,3392,17.7,905,5.4,4.1,209,57.1,16.5,2915,844,201,3.9,61,9.3,477,1.2,1.5,76,152,3,57,6.3,323,268,5.2,55,1.1,66.4,277,1.1
13217100802,Census Tract 1008.02,Newton,Northeast Georgia,Yes,3413,74.9,1146,25.1,4559,3093,23.8,1087,3.2,4.6,209,52.3,17,2383,776,108,2.4,311,15.6,710,6.8,0.9,40,137,3,72,0.5,22,9,0.2,13,0.3,67.8,148,1.6
13219030201,Census Tract 302.01,Oconee,Northeast Georgia,No,2581,76.1,809,23.9,3390,2234,12.1,410,14,3.5,119,52,9.9,1764,337,293,8.6,73,13.9,470,2.2,5.3,180,71,2.1,48,4.5,154,116,3.4,38,1.1,65.9,473,1.4
13067030276,Census Tract 302.76,Cobb,Atlanta Regional Commission,Yes,2397,74.7,811,25.3,3208,2567,7.2,231,5.7,5.8,187,61.3,5.1,1968,163,116,3.6,68,18.7,599,2.1,2.1,66,120,3.7,67,1.3,41,30,0.9,11,0.3,80,182,2.1
13135050243,Census Tract 502.43,Gwinnett,Atlanta Regional Commission,Yes,4650,71.3,1874,28.7,6524,4087,7.2,467,5.2,5.1,335,45.7,5.1,2982,332,228,3.5,135,16.9,1105,2.1,1.7,109,184,2.8,151,19.9,1298,924,14.2,374,5.7,62.6,337,2.3
13135050763,Census Tract 507.63,Gwinnett,Atlanta Regional Commission,Yes,2980,71.7,1177,28.3,4157,1453,31.9,1325,8.1,5.2,216,28.9,20.6,1200,858,223,5.4,467,6.1,253,11.2,2.7,112,102,2.5,114,19.9,828,597,14.4,231,5.6,35,335,2.7
13121010134,Census Tract 101.34,Fulton,Atlanta Regional Commission,Yes,1955,81.6,442,18.4,2397,636,38.6,926,19.7,6.8,162,23.5,31,564,744,355,14.8,182,3,72,7.6,4.9,118,130,5.4,32,8.3,200,162,6.8,38,1.6,26.5,473,1.3
13167960202,Census Tract 9602.02,Johnson,Heart of Georgia Altamaha,No,1325,77.7,380,22.3,1705,793,49.4,843,0.4,2.6,45,37.8,36.8,644,628,6,0.4,215,8.7,149,12.6,0.1,1,30,1.8,15,1,17,17,1,0,0,46.5,7,0.9
13135050571,Census Tract 505.71,Gwinnett,Atlanta Regional Commission,Yes,4086,68.9,1845,31.1,5931,1102,45.4,2695,24.1,5,294,14.6,30.2,867,1790,938,15.8,905,4,235,15.3,8.3,493,172,2.9,122,6.9,409,319,5.4,90,1.5,18.6,1431,2.1
13121000602,Census Tract 6.02,Fulton,Atlanta Regional Commission,Yes,3144,95.6,144,4.4,3288,1221,24.1,791,6.9,5.4,178,36,22.7,1183,745,211,6.4,46,1.2,38,1.4,0.5,15,169,5.1,9,26.5,872,836,25.4,36,1.1,37.1,226,0.3
13135050446,Census Tract 504.46,Gwinnett,Atlanta Regional Commission,Yes,2724,70.8,1123,29.2,3847,426,25,960,47.9,4.1,156,9.1,18.4,351,707,1191,31,253,1.9,75,6.6,16.9,652,104,2.7,52,12,462,371,9.6,91,2.4,11.1,1843,1.4
13089021824,Census Tract 218.24,DeKalb,Atlanta Regional Commission,Yes,2028,72.1,784,27.9,2812,378,35.8,1008,39.4,3.8,107,11.9,27.2,335,764,733,26.1,244,1.5,43,8.7,13.4,376,56,2,51,7.5,210,140,5,70,2.5,13.4,1109,1.8
13139000206,Census Tract 2.06,Hall,Georgia Mountains,Yes,2785,76,878,24,3663,3311,0.8,30,4.6,3.9,144,69.9,0.6,2559,23,95,2.6,7,20.5,752,0.2,2,73,101,2.8,43,0.3,10,7,0.2,3,0.1,90.4,168,1.2
13067031315,Census Tract 313.15,Cobb,Atlanta Regional Commission,Yes,3554,72,1380,28,4934,2332,36.1,1783,6.3,4.6,226,34.6,25.9,1709,1279,194,3.9,504,12.6,623,10.2,2.4,118,156,3.2,70,5.7,281,216,4.4,65,1.3,47.3,312,1.4
13089023215,Census Tract 232.15,DeKalb,Atlanta Regional Commission,Yes,3608,77.8,1030,22.2,4638,272,75,3477,7.1,4.2,193,5.6,59.2,258,2746,225,4.9,731,0.3,14,15.8,2.3,105,149,3.2,44,7.9,366,230,5,136,2.9,5.9,330,0.9
13115001302,Census Tract 13.02,Floyd,Northwest Georgia,No,2839,75.2,936,24.8,3775,2141,20.1,760,16.7,4.9,185,46.6,13.4,1758,506,417,11,254,10.1,383,6.7,5.6,213,120,3.2,65,1.6,59,38,1,21,0.6,56.7,630,1.7
13067031218,Census Tract 312.18,Cobb,Atlanta Regional Commission,Yes,2006,90.9,200,9.1,2206,1063,33.7,743,7.9,4.9,109,46.9,29.2,1034,644,150,6.8,99,1.3,29,4.5,1.1,25,84,3.8,25,5.3,116,94,4.3,22,1,48.2,175,1.1
13121010526,Census Tract 105.26,Fulton,Atlanta Regional Commission,Yes,5002,72.6,1892,27.4,6894,217,88.5,6098,4.8,3.1,215,2.8,64,192,4415,218,3.2,1683,0.4,25,24.4,1.7,115,146,2.1,69,0.4,31,31,0.4,0,0,3.1,333,1
13121011658,Census Tract 116.58,Fulton,Atlanta Regional Commission,Yes,2979,75.8,952,24.2,3931,1743,15.9,624,9.4,5.4,213,36.5,11.1,1433,435,256,6.5,189,7.9,310,4.8,2.8,112,138,3.5,75,25,983,717,18.2,266,6.8,44.3,368,1.9
13151070321,Census Tract 703.21,Henry,Atlanta Regional Commission,Yes,1892,78.5,518,21.5,2410,1252,32.6,785,6.4,4.7,114,44.1,24.6,1063,592,93,3.9,193,7.8,189,8,2.6,62,54,2.2,60,4.3,104,90,3.7,14,0.6,52,155,2.5
13083040104,Census Tract 401.04,Dade,Northwest Georgia,No,1681,80.9,396,19.1,2077,1781,2.5,51,3.2,6.6,137,70.5,1.7,1464,36,46,2.2,15,15.3,317,0.7,1,20,96,4.6,41,2,42,39,1.9,3,0.1,85.7,66,2
13057090705,Census Tract 907.05,Cherokee,Atlanta Regional Commission,Yes,2164,77.8,619,22.2,2783,2309,2.7,74,7.9,4.7,131,65.6,2.3,1827,64,142,5.1,10,17.3,482,0.4,2.8,79,88,3.2,43,1.7,48,43,1.5,5,0.2,83,221,1.5
13121011438,Census Tract 114.38,Fulton,Atlanta Regional Commission,Yes,3500,79.6,899,20.4,4399,2057,18,790,24.1,5.9,261,40.4,13.8,1779,607,730,16.6,183,6.3,278,4.2,7.5,330,202,4.6,59,5.3,231,182,4.1,49,1.1,46.8,1060,1.3
13089023222,Census Tract 232.22,DeKalb,Atlanta Regional Commission,Yes,2653,73.9,938,26.1,3591,172,81.8,2937,5.3,3.6,131,4.3,60.8,156,2182,133,3.7,755,0.4,16,21,1.6,58,80,2.2,51,4.5,160,102,2.8,58,1.6,4.8,191,1.4
13245010713,Census Tract 107.13,Richmond,Central Savannah River Area,No,4259,77.8,1217,22.2,5476,455,82.3,4506,4,3,163,7,63.7,382,3488,156,2.8,1018,1.3,73,18.6,1.1,61,108,2,55,2.5,135,125,2.3,10,0.2,8.3,217,1
13077170101,Census Tract 1701.01,Coweta,Three Rivers,Yes,1502,76.8,455,23.2,1957,1634,7.8,152,3.8,4.4,87,65.8,6.1,1287,120,49,2.5,32,17.7,347,1.6,1.3,26,43,2.2,44,0.5,9,3,0.2,6,0.3,83.5,75,2.2
13077170606,Census Tract 1706.06,Coweta,Three Rivers,Yes,3635,73.2,1332,26.8,4967,3030,16.9,841,10,4.6,226,45.5,12.3,2262,611,350,7,230,15.5,768,4.6,2.9,146,124,2.5,102,7.5,374,288,5.8,86,1.7,61,496,2.1
13097080104,Census Tract 801.04,Douglas,Atlanta Regional Commission,Yes,3812,78.3,1057,21.7,4869,893,60.1,2928,16.4,3.5,172,16.4,47.3,798,2301,531,10.9,627,2,95,12.9,5.5,267,123,2.5,49,1.6,78,59,1.2,19,0.4,18.3,798,1
13223120504,Census Tract 1205.04,Paulding,Northwest Georgia,Yes,2340,74.6,795,25.4,3135,2246,14.4,452,7.4,5.6,177,55.5,10.1,1741,318,144,4.6,134,16.1,505,4.3,2.8,87,114,3.6,63,0.9,29,23,0.7,6,0.2,71.6,231,2
13089023320,Census Tract 233.20,DeKalb,Atlanta Regional Commission,Yes,2643,74.3,915,25.7,3558,60,92,3275,2.6,3.4,120,1.6,68.4,57,2434,65,1.8,841,0.1,3,23.6,0.8,29,83,2.3,37,0.3,9,4,0.1,5,0.1,1.7,94,1
13009970502,Census Tract 9705.02,Baldwin,Middle Georgia,No,2371,89.5,279,10.5,2650,1780,26.8,711,2.6,2.7,72,60.8,23.7,1612,629,54,2,82,6.3,168,3.1,0.6,16,62,2.3,10,0.6,17,14,0.5,3,0.1,67.2,70,0.4
13121009105,Census Tract 91.05,Fulton,Atlanta Regional Commission,Yes,912,74.8,308,25.2,1220,1078,3.3,40,1.6,4.6,56,66.1,3.1,806,38,13,1.1,2,22.3,272,0.2,0.6,7,30,2.5,26,2.1,26,25,2,1,0.1,88.4,20,2.1
13063040632,Census Tract 406.32,Clayton,Atlanta Regional Commission,Yes,3808,74.1,1332,25.9,5140,187,84.5,4341,5.9,3.3,169,3.2,62.8,165,3230,198,3.9,1111,0.4,22,21.6,2,105,107,2.1,62,2.7,140,108,2.1,32,0.6,3.6,303,1.2
13067031324,Census Tract 313.24,Cobb,Atlanta Regional Commission,Yes,3133,78.9,839,21.1,3972,1863,28.1,1116,17.3,5.7,226,40,21.2,1589,842,481,12.1,274,6.9,274,6.9,5.2,206,141,3.5,85,2,80,80,2,0,0,46.9,687,2.1
13135050112,Census Tract 501.12,Gwinnett,Atlanta Regional Commission,Yes,3665,72.2,1410,27.8,5075,2120,17.4,884,27.1,4.8,244,32.6,12.1,1656,612,877,17.3,272,9.1,464,5.4,9.8,498,150,3,94,8.9,452,370,7.3,82,1.6,41.8,1375,1.9
13073030312,Census Tract 303.12,Columbia,Central Savannah River Area,No,5472,74.3,1892,25.7,7364,4829,15.9,1170,7,6.5,476,50.7,11.8,3732,866,299,4.1,304,14.9,1097,4.1,2.9,213,282,3.8,194,5.1,377,293,4,84,1.1,65.6,512,2.6
13151070313,Census Tract 703.13,Henry,Atlanta Regional Commission,Yes,5926,73.2,2171,26.8,8097,1183,66.8,5407,5.6,4.8,385,11.9,48.5,965,3927,313,3.9,1480,2.7,218,18.3,1.7,138,235,2.9,150,8.3,671,486,6,185,2.3,14.6,451,1.9
13135050568,Census Tract 505.68,Gwinnett,Atlanta Regional Commission,Yes,3297,74.1,1153,25.9,4450,889,38.9,1732,26.8,3.7,163,17,28.2,755,1253,807,18.1,479,3,134,10.8,8.6,384,102,2.3,61,10.7,475,380,8.5,95,2.1,20,1191,1.4
13147960503,Census Tract 9605.03,Hart,Georgia Mountains,No,2891,78.9,773,21.1,3664,2229,30.6,1121,3.2,3.9,144,51.4,22,1884,807,75,2,314,9.4,345,8.6,1.1,41,94,2.6,50,1.5,54,31,0.8,23,0.6,60.8,116,1.4
13057090505,Census Tract 905.05,Cherokee,Atlanta Regional Commission,Yes,4272,73.6,1531,26.4,5803,4893,4,232,5.1,4.9,286,63.5,2.8,3683,163,190,3.3,69,20.9,1210,1.2,1.8,106,164,2.8,122,1.7,96,72,1.2,24,0.4,84.3,296,2.1
13139001006,Census Tract 10.06,Hall,Georgia Mountains,Yes,2605,84.1,492,15.9,3097,2065,2.4,73,27,2.7,84,60.3,1.9,1867,58,574,18.5,15,6.4,198,0.5,8.4,261,69,2.2,15,1.3,40,37,1.2,3,0.1,66.7,835,0.5
13009970802,Census Tract 9708.02,Baldwin,Middle Georgia,No,4509,87,675,13,5184,2418,49.5,2566,1.6,1.8,95,40.4,43.9,2095,2275,72,1.4,291,6.2,323,5.6,0.2,12,49,0.9,46,0.4,21,18,0.3,3,0.1,46.6,84,0.9
13121001901,Census Tract 19.01,Fulton,Atlanta Regional Commission,Yes,2120,95.2,107,4.8,2227,1475,16.8,375,5.2,6.1,136,66.1,12.8,1471,284,110,4.9,91,0.2,4,4.1,0.2,5,129,5.8,7,5.7,126,126,5.7,0,0,66.2,115,0.3
13223120305,Census Tract 1203.05,Paulding,Northwest Georgia,Yes,2898,76,914,24,3812,2230,27.7,1057,7.5,4.9,185,48.1,19.2,1834,731,195,5.1,326,10.4,396,8.6,2.3,89,105,2.8,80,1.5,56,33,0.9,23,0.6,58.5,284,2.1
13089023323,Census Tract 233.23,DeKalb,Atlanta Regional Commission,Yes,2914,76.8,878,23.2,3792,142,84.5,3205,5.9,4.1,154,3.3,64.9,126,2460,150,4,745,0.4,16,19.6,1.9,73,120,3.2,34,1.8,68,58,1.5,10,0.3,3.7,223,0.9
13055010201,Census Tract 102.01,Chattooga,Northwest Georgia,No,2314,74.8,779,25.2,3093,2582,1.8,57,9.8,4.6,141,64.5,1.6,1995,49,169,5.5,8,19,587,0.3,4.4,135,96,3.1,45,0.3,9,5,0.2,4,0.1,83.5,304,1.5
13247060104,Census Tract 601.04,Rockdale,Atlanta Regional Commission,Yes,2685,77.2,793,22.8,3478,1260,49.3,1714,8.3,4.7,164,31.4,36.4,1093,1265,179,5.1,449,4.8,167,12.9,3.2,111,112,3.2,52,1.4,50,36,1,14,0.4,36.2,290,1.5
13151070319,Census Tract 703.19,Henry,Atlanta Regional Commission,Yes,3713,71,1520,29,5233,537,71.4,3738,8.6,5.2,274,8.4,50.6,442,2648,309,5.9,1090,1.8,95,20.8,2.7,141,148,2.8,126,4.5,234,166,3.2,68,1.3,10.3,450,2.4
13151070212,Census Tract 702.12,Henry,Atlanta Regional Commission,Yes,2347,74.4,806,25.6,3153,1504,31.8,1004,12.6,6.5,204,38.9,22.2,1226,700,255,8.1,304,8.8,278,9.6,4.5,142,122,3.9,82,1.4,44,44,1.4,0,0,47.7,397,2.6
13089022501,Census Tract 225.01,DeKalb,Atlanta Regional Commission,Yes,2978,75.2,982,24.8,3960,2265,28.7,1135,4.2,5.6,223,45.2,20.6,1788,815,112,2.8,320,12,477,8.1,1.3,53,120,3,103,4.3,172,143,3.6,29,0.7,57.2,165,2.6
13089021607,Census Tract 216.07,DeKalb,Atlanta Regional Commission,Yes,1758,90.3,189,9.7,1947,930,25.7,501,10.8,4.7,91,44.7,22.8,870,444,180,9.2,57,3.1,60,2.9,1.6,31,71,3.6,20,11,214,193,9.9,21,1.1,47.8,211,1
13121006701,Census Tract 67.01,Fulton,Atlanta Regional Commission,Yes,1511,72.3,579,27.7,2090,66,90.4,1889,2.9,3.3,68,2.7,64.7,57,1353,46,2.2,536,0.4,9,25.6,0.7,14,49,2.3,19,0.3,7,6,0.3,1,0,3.2,60,0.9
13121010133,Census Tract 101.33,Fulton,Atlanta Regional Commission,Yes,5304,89.5,619,10.5,5923,3070,16.9,1002,7.9,5.1,301,46.9,15,2777,891,409,6.9,111,4.9,293,1.9,1,61,268,4.5,33,18.2,1080,959,16.2,121,2,51.8,470,0.6
13135050758,Census Tract 507.58,Gwinnett,Atlanta Regional Commission,Yes,2662,79,709,21,3371,1677,20.7,699,18.7,5.4,182,43,15.7,1448,528,425,12.6,171,6.8,229,5.1,6.1,204,114,3.4,68,5.5,184,147,4.4,37,1.1,49.7,629,2
13121008103,Census Tract 81.03,Fulton,Atlanta Regional Commission,Yes,3236,74.2,1125,25.8,4361,36,88.7,3868,8.3,2.1,92,0.8,66.3,34,2893,227,5.2,975,0,2,22.4,3.1,134,78,1.8,14,0.1,4,4,0.1,0,0,0.8,361,0.3
13117130511,Census Tract 1305.11,Forsyth,Atlanta Regional Commission,Yes,3501,69,1574,31,5075,3232,4,205,6.8,3.9,200,45.8,2.6,2325,134,240,4.7,71,17.9,907,1.4,2.1,105,95,1.9,105,21.5,1093,707,13.9,386,7.6,63.7,345,2.1
13077170307,Census Tract 1703.07,Coweta,Three Rivers,Yes,5668,76.4,1746,23.6,7414,2899,35.4,2625,16,4.9,363,33.2,26,2465,1924,795,10.7,701,5.9,434,9.5,5.2,389,225,3,138,4.6,343,259,3.5,84,1.1,39.1,1184,1.9
13121010308,Census Tract 103.08,Fulton,Atlanta Regional Commission,Yes,4337,74.9,1450,25.1,5787,240,89.1,5154,3,3.4,197,3.7,66.2,216,3831,133,2.3,1323,0.4,24,22.9,0.7,41,135,2.3,62,0.4,22,22,0.4,0,0,4.1,174,1.1
13089022011,Census Tract 220.11,DeKalb,Atlanta Regional Commission,Yes,3078,64.9,1666,35.1,4744,452,59.3,2811,2.2,4.9,233,8,37.9,379,1796,62,1.3,1015,1.5,73,21.4,0.9,43,137,2.9,96,24.1,1143,704,14.8,439,9.3,9.5,105,2
13089023434,Census Tract 234.34,DeKalb,Atlanta Regional Commission,Yes,3375,73,1246,27,4621,169,90,4161,3.1,2.8,129,3.5,64.7,163,2992,107,2.3,1169,0.1,6,25.3,0.8,37,99,2.1,30,0.4,18,14,0.3,4,0.1,3.7,144,0.6
13135050333,Census Tract 503.33,Gwinnett,Atlanta Regional Commission,Yes,3416,74.5,1169,25.5,4585,564,32.5,1490,39.5,5,227,10.3,24.3,473,1116,1263,27.5,374,2,91,8.2,11.9,547,138,3,89,10.8,494,426,9.3,68,1.5,12.3,1810,1.9
13135050329,Census Tract 503.29,Gwinnett,Atlanta Regional Commission,Yes,1707,69.8,737,30.2,2444,172,23.7,579,59.7,4.4,107,6.6,18.4,161,449,916,37.5,130,0.5,11,5.3,22.2,542,67,2.7,40,5.2,128,114,4.7,14,0.6,7,1458,1.6
13057090809,Census Tract 908.09,Cherokee,Atlanta Regional Commission,Yes,3282,80.8,780,19.2,4062,3367,1.6,66,8.9,5.6,227,68.7,1.4,2791,56,255,6.3,10,14.2,576,0.2,2.6,106,152,3.7,75,1,41,28,0.7,13,0.3,82.9,361,1.8
13147960401,Census Tract 9604.01,Hart,Georgia Mountains,No,1055,79,280,21,1335,870,27.5,367,2.4,3.6,48,54.2,20.5,723,274,18,1.3,93,11,147,7,1,14,26,1.9,22,1.3,18,14,1,4,0.3,65.2,32,1.6
13015960601,Census Tract 9606.01,Bartow,Northwest Georgia,Yes,4734,77.7,1359,22.3,6093,4898,9.5,580,5.4,3.7,225,64.8,6.8,3946,417,206,3.4,163,15.6,952,2.7,2.1,126,128,2.1,97,1,58,37,0.6,21,0.3,80.4,332,1.6
13135050765,Census Tract 507.65,Gwinnett,Atlanta Regional Commission,Yes,2237,71.1,908,28.9,3145,1633,16.7,525,8.8,6,189,40.3,11,1269,347,164,5.2,178,11.6,364,5.7,3.6,114,104,3.3,85,16.5,520,353,11.2,167,5.3,51.9,278,2.7
13067030352,Census Tract 303.52,Cobb,Atlanta Regional Commission,Yes,4031,75.9,1277,24.1,5308,4062,2.3,122,3.8,4.8,255,60.1,1.8,3189,96,129,2.4,26,16.4,873,0.5,1.4,74,155,2.9,100,12.5,666,462,8.7,204,3.8,76.5,203,1.9
13135050113,Census Tract 501.13,Gwinnett,Atlanta Regional Commission,Yes,4485,73.2,1646,26.8,6131,2004,19.1,1172,25.4,4.9,298,25.3,14.3,1554,879,1001,16.3,293,7.3,450,4.8,9.1,555,171,2.8,127,18,1101,880,14.4,221,3.6,32.7,1556,2.1
13223120402,Census Tract 1204.02,Paulding,Northwest Georgia,Yes,4512,74.4,1555,25.6,6067,5046,7.4,447,3.5,5.2,315,63,5.3,3823,322,127,2.1,125,20.2,1223,2.1,1.4,84,200,3.3,115,0.8,48,40,0.7,8,0.1,83.2,211,1.9
13187960106,Census Tract 9601.06,Lumpkin,Georgia Mountains,No,2952,82.6,620,17.4,3572,3229,0.7,26,3.5,4.6,166,75.9,0.5,2710,18,78,2.2,8,14.5,519,0.2,1.3,48,124,3.5,42,0.7,25,22,0.6,3,0.1,90.4,126,1.2
13121011440,Census Tract 114.40,Fulton,Atlanta Regional Commission,Yes,1908,81.1,444,18.9,2352,1610,13.3,313,6.2,4.5,105,57.7,9.9,1356,234,103,4.4,79,10.8,254,3.4,1.8,43,70,3,35,7.6,178,145,6.2,33,1.4,68.5,146,1.5
13135050325,Census Tract 503.25,Gwinnett,Atlanta Regional Commission,Yes,3196,78.5,876,21.5,4072,1001,13,531,28.1,4.4,180,21.5,9.6,875,391,801,19.7,140,3.1,126,3.4,8.4,342,107,2.6,73,29.9,1217,1022,25.1,195,4.8,24.6,1143,1.8
